name,original_price,discounted_price,discount,store,location,sold,details_link,description,rating
Happy Green Moringa Fragrance Oil (10 ml) - Parfum Aroma Kelor,Rp35.000,,,Happy Green Garden - JKT,Surabaya,50+ terjual,https://www.tokopedia.com/hggjakarta/happy-green-moringa-fragrance-oil-10-ml-parfum-aroma-kelor?extParam=ivf%3Dfalse%26keyword%3Dmoringa%26search_id%3D202503110130474249C7F63781D32D348S%26src%3Dsearch,"Kenapa Pilih Merk Happy Green? Happy Green merupakan merk yang telah terpercaya sejak dulu. Produk kami disertai dengan Certificate Of Analysis sebagai bukti bahwa produk yang kami tawarkan telah lulus uji tes, aman di pakai dan bebas dari pencampuran zat kimia lain yang mungkin berbahaya. Semua produk yang kami tawarkan datang dengan Money Back Guarantee apabila produk tersebut tidak sesuai dengan ekspektasi, dapat dikembalikan untuk full amount (minus uang ongkir). 10 ml Moringa Fragrance oil. Kualitas top, fragrance impor dari luar negeri. Aroma nya menyegarkan. Fragrance = Parfum = sintetis",4.8
BODY Moringa - Parfum/Sabun Mandi/Lotion (U),Rp25.000,,,DUPE Official Store,Surabaya,9 terjual,https://www.tokopedia.com/dupeofficialstore/body-moringa-parfum-sabun-mandi-lotion-u-body-mist-100-ml-7dda2?extParam=ivf%3Dfalse%26keyword%3Dmoringa%26search_id%3D202503110130474249C7F63781D32D348S%26src%3Dsearch,"Dupe menghadirkan serangkaian produk perawatan tubuh termasuk : - Parfum - Body lotion - Body wash Ada juga produk wewangian lainnya seperti : - Parfum mobil - Linen spray Semua produk perawatan tersebut mengandung fragrance yang membuatnya memberikan keharuman yang mewah untuk setiap penggunaan. Setiap produknya dirancang dengan teliti untuk memberikan sensasi yang memikat dan menyegarkan, sementara tetap menjaga kesehatan dan kelembapan kulit Anda. Parfum Dupe menghadirkan aroma yang memikat dan menawan, memancarkan pesona yang tak terlupakan di sepanjang hari. Sementara itu, body lotion Dupe meresap ke dalam kulit dengan lembut, memberikan kelembapan yang tahan lama dan memberikan kilau alami yang menawan. Body wash-nya menggoda dengan busa lembutnya yang membersihkan dan menyegarkan, membuat kulit Anda terasa halus dan harum. Segarkan setiap harimu dengan koleksi dari Dupe. Catatan penting : * Untuk mempermudah proses komplain penerimaan barang yang tidak sesuai, dihimbau untuk mengambil video proses pembukaan paket yang masih tersegel. HAPPY SHOPPING",5
The Body Shop MORINGA SHOWER GEL 750ML,Rp345.000,,,Snoopyz Online Shop,Jakarta Pusat,100+ terjual,https://www.tokopedia.com/snoopyzonline/the-body-shop-moringa-shower-gel-750ml?extParam=ivf%3Dfalse%26keyword%3Dmoringa%26search_id%3D202503110130474249C7F63781D32D348S%26src%3Dsearch,,5
Glimthy Original 100% Asli Kapsul Daun Kelor Ekstrak Moringa Oleifera Obat Herbal Kolesterol Asam Urat Benjolan Hernia Darah Tinggi Penyubur Sperma Encer Ginjal Kencing Terus Menerus Asam Lambung Maag Stroke,Rp69.000,,,Glimthy Official Store,Depok,4 terjual,https://www.tokopedia.com/glimthy-official/glimthy-original-100-asli-kapsul-daun-kelor-ekstrak-moringa-oleifera-obat-herbal-kolesterol-asam-urat-benjolan-hernia-darah-tinggi-penyubur-sperma-encer-ginjal-kencing-terus-menerus-asam-lambung-maag-stroke-1-botol-isi-60-9e8a8?extParam=ivf%3Dfalse%26keyword%3Dmoringa%26search_id%3D202503110130474249C7F63781D32D348S%26src%3Dsearch,"Glimthy Natural Kapsul Daun Kelor ISI 60 Kapsul

Kelor (Moringa oleifera) merupakan tanaman yang mudah tumbuh di daerah tropis seperti Indonesia. Kelor memiliki kandungan nutrisi yang baik digunakan untuk membantu memelihara kesehatan. Organisasi kesehatan dunia WHO menganjurkan bagi anak2 ataupun bayi yang dalam masa pertumbuhan untuk mengonsumsinya, karena manfaat dari kandung daun kelor yang begitu besar.

Kemasan: Botol isi 60 kapsul.

Komposisi: Tiap kapsul mengandung ekstrak Moringa oleifera Folium 500 mg

Kapsul Halal MUI
BPOM PIRT 2103276031731-29
LP POM MUI: 00170012700600

*Privasi produk terjaga* tidak dicantumkan di packaging paket

Khasiat Glimthy Daun Kelor :
• Membantu Memelihara Kesehatan
• Mengatasi Kolesterol
• Mengatasi Saraf Kejepit
• Mengatasi Sakit Kencing
• Mengatasi Kencing Terus Menerus
• Mengatasi Mata Berlemak
• Mengatasi Azoospermia
• Mengatasi Varikokel
• Mengatasi Asam Urat
• Mengatasi Darah Tinggi
• Mengatasi Liver
• Menjaga kesehatan ginjal
• Meningkatkan produksi ASI
• Mengobati rematik / arthritis
• Membantu menjaga kesehatan mata
• Kaya anti-okisdan dan anti-inflamasi
• Meningkatkan sistem kekebalan tubuh
• Mencegah penyakit jantung dan kanker
• Dan Keluhan Lainnya.

Aturan minum:
•⁠ ⁠Pencegahan: 2x sehari @2 kapsul sesudah makan.
•⁠ ⁠⁠Pengobatan: 3x sehari @2 kapsul sesudah makan.

Perhatian:
Baca aturan konsumsi/pemakaian yang tertera pada kemasan produk.

Pembeli wajib melakukan perekaman video ketika membuka paket produk sebagai bukti untuk mengajukan keluhan. Keluhan tidak dapat diproses apabila tanpa disertai bukti video.",5
Evershine Multipurpose Moringa Soothing Gel,Rp200.000,,,Evershine Official,Jakarta Barat,100+ terjual,https://www.tokopedia.com/evershine/evershine-multipurpose-moringa-soothing-gel?extParam=ivf%3Dtrue%26keyword%3Dmoringa%26search_id%3D202503110130474249C7F63781D32D348S%26src%3Dsearch,"UPGRADED FORMULA, 10X POWERFUL MORINGA , 0% ALCOHOL
● COCOK UNTUK KULIT SENSITIF & BERJERAWAT ●

Moringa Soothing Gel (moisturizer) terbuat dari natural herbs dilengkapi dengan extracts Moringa, Turmeric dan Aloe Vera untuk membuat kulit jadi lebih segar, halus, dan lembap.

Moringa Oliefera Leaf Extract
Daun kelor memiliki kandungan Vit A, C, E, dan beta-karoten. Kandungan Vit A memiliki sifat anti inflamasi yang bantu cegah timbulnya jerawat, mencegah kerusakan kulit dan bantu hilangkan noda, bintik hitam, jerawat, hingga komedo. Vit C dapat membantu melawan tanda-tanda penuaan. Serta Vit E dan beta-karoten, yang membantu melindungi kulit dari kerusakan kulit akibat radikal bebas dan polusi lingkungan, serta membantu memperlambat proses penuaan kulit.

Curcuma Longa (Turmeric Extract)
Ekstrak kunyit, yang dikenal sebagai kurkumin, mengandung senyawa anti-inflamasi, antibakteri, dan antioksidan yang tinggi. Sifat anti-inflamasi dan antibakteri kurkumin dapat membantu mengobati jerawat dan mengurangi pertumbuhan bakteri penyebab jerawat. Sifat antioksidan dapat membantu melindungi kulit dari kerusakan kulit akibat radikal bebas dan paparan polusi lingkungan. Ini dapat membantu mencegah penuaan kulit dini.

Aloevera
Aloe vera yang biasa dikenal dengan lidah buaya mengandung Vit A, Vit C, dan Vit E. Memiliki fungsi sebagai perbaikan sel kulit, merangsang produksi kolagen, sebagai antioksidan, serta membantu melindungi kulit dari radikal bebas. Selain itu Aloe vera memiliki sifat anti-inflamasi, antibakteri dan antiseptik, yang membantu meredakan peradangan kulit, mengurangi kemerahan dan pembengkakan pada kulit akibat jerawat, luka bakar matahari, serta membantu mengurangi pertumbuhan bakteri penyebab jerawat meradang.

Aman untuk Bumil & Busui

PAO: 12 months
Expired : 24 months
BPOM : NA 18230105984",5
Kapsul Ekstrak Daun Kelor / Moringa Oleifera (isi : 50) Obat Herbal,Rp12.600,,,PBU OLSHOP,Kab. Serang,100+ terjual,https://www.tokopedia.com/pbuolshop/kapsul-ekstrak-daun-kelor-moringa-oleifera-isi-50-obat-herbal?extParam=ivf%3Dfalse%26keyword%3Dmoringa%26search_id%3D202503110130474249C7F63781D32D348S%26src%3Dsearch,"Kapsul Daun Kelor KEMASAN BARU isi : 50 kapsul @500mg Kami Menjamin Barang yang Dikirimkan 100% Asli (original) Kualitas Super, Alami Tanpa Campuran Bahan Pengawet dan Pewarna. Kapsul Berizin Depkes Dan Hallal MUI Daun kelor (moringa oleifera) memiliki kandungan protein, karbohidrat, zat besi, magnesium, kalium, kalsium, vitamin C, vitamin A, dan asam folat. Dari kandungan inilah yang mengantarkan daun kelor menjadi rujukan pengobatan herbal dengan segudang manfaat. Serbuk Daun Kelor merupakan super food suplemen alami, sumber antioksidan alami, asam amino essensial, multivitamin dan mineral, serta sumber asupan nutrisi tinggi alami lainnya bagi tubuh. Organisasi kesehatan dunia WHO menganjurkan balita dan anak-anak masa pertumbuhan diberi asupan daun kelor karena kandungan gizi berlimpah dan aneka khasiatnya Manfaat Daun Kelor: - Membantu Mengatasi Gizi Buruk / Malnutrisi - Obat Untuk Beragam Penyakit Degeneratif - Sumber Vitamin dan Mineral Tinggi - Meningkatkan Imunitas Alamiah Tubuh - Nutrisi Untuk Kesehatan Mata dan Otak - Melancarkan Metabolisme Sel Tubuh - Menurunkan Lemak dan Kolesterol - Meningkatkan Fungsi Hati dan Ginjal - Memperindah Kulit - Bersifat Anti Aging / Penuaan Dini - Melancarkan Pencernaan - Detoksifikasi dan Menangkal Radikal Bebas - Bersifat Anti Infeksi dan Inflamasi / Peradangan - Kandungan beta-sitosterol Menjaga Gula Darah dan Pankreas - Menormalkan Tekanan Darah - Sebagai Tonic Penguat Jantung dan Hati - Melengkapi Kebutuhan Gizi Ibu Menyusui - Meningkatkan Kinerja Seksual dgn Meningkatkan Testosterone - Mengandung Niazimicin yg Menekan Perkembangan Sel Kanker - Kalium dan Fosfor Tinggi Menjaga Kekuatan Tulang dan Sendi - Mencegah Anemia Aturan pakai : - Pencegahan : 1-2 kapsul 2x sehari - Pengobatan : 2-4 kapsul 3x sehari (Dosis Dapat Ditingkatkan Bila Perlu) Silahkan Diorder...!!! Terima Kasih (^_^)",5
Serbuk Moringa Safiya 350 gr - Daun Kelor Powder Minuman,Rp29.000,Rp23.799,18%,Bos Kurma,Bandung,50+ terjual,https://www.tokopedia.com/bos-kurma/serbuk-moringa-safiya-350-gr-daun-kelor-powder-minuman-1729745835904370602?extParam=ivf%3Dfalse%26keyword%3Dmoringa%26search_id%3D202503110130474249C7F63781D32D348S%26src%3Dsearch,"Serbuk Moringa Safiya 350 gr

Cara Konsumsi :
- Di campurkan kedalam makanan , atau olahan masakan
- Dimasukan ke dalam kapsul
- Diseduh langsung seperti kopi

P-IRT 2063603530653-28",4.7
"Twinbi Instant Fruit Cereal Oats MPASI Superfood - Sereal Buah Instan Bayi & Anak - Ekstrak Moringa, Acai Berry, Kurma",Rp65.500,Rp39.955,39%,Maskit Store,Depok,2 terjual,https://www.tokopedia.com/maskitstore/twinbi-instant-fruit-cereal-oats-mpasi-superfood-sereal-buah-instan-bayi-anak-ekstrak-moringa-acai-berry-kurma-avocado-choco-fc125?extParam=ivf%3Dfalse%26keyword%3Dmoringa%26search_id%3D202503110130474249C7F63781D32D348S%26src%3Dsearch,"Hi Moms, Twinbi by Maskit hadir dengan variasi makanan MPASI yang baru nih!
Buat Moms yang sibuk dan butuh asupan bergizi untuk si kecil, ini bisa jadi pilihan karena cukup dituang air panas saja sudah bisa langsung disantap!

- Twinbi Instant Fruit Cereal Oats MPASI Superfood -

Spesifikasi:
1) Terbuat dari sereal oats gandum pilihan serta ekstrak superfood murni yang bergizi
2) Pilihan rasa:

* Avocado Chocolate with Moringa Extract *
Fungsi: Menambah nafsu makan si kecil, terutama yang saat ini BB nya sedang turun atau malas makan

* Strawberry Banana with Acai Berry *
Fungsi: Membantu memperkuat kesehatan tulang & gigi karena vitamin yang banyak terkandung pada Acai Berry

* Mango Milk with Kurma (Dates) *
Fungsi: Meningkatkan imunitas (kekebalan tubuh) agar si kecil tidak mudah sakit

3) Seluruh makanan kami Halal dan berizin Kemenkes ya
4) Dapat digunakan sebagai MPASI mulai 6 bulan ke atas
5) Berat bersih 150 gram


Cara Penyajian:
1) Kocok kemasan sebelum dituang ke mangkok
2) Tuang air panas secukupnya, aduk hingga rata
3) Bisa ditambahkan topping sesuai selera
4) Siap disantap",5
Moringa / Pohon Kelor Afrika Spiral Kepang,Rp25.000.000,,,Tujuan Bumi,Tangerang Selatan,,https://www.tokopedia.com/tujuanbumi/moringa-pohon-kelor-afrika-spiral-kepang?extParam=ivf%3Dfalse%26keyword%3Dmoringa%26search_id%3D202503110130474249C7F63781D32D348S%26src%3Dsearch,,0
Moringa Powder 250 gram Bubuk Daun Kelor Authentic Safiya Food,Rp28.000,Rp22.500,20%,Happiness-Food,Makassar,13 terjual,https://www.tokopedia.com/happiness-food/moringa-powder-250-gram-bubuk-daun-kelor-authentic-safiya-food?extParam=ivf%3Dfalse%26keyword%3Dmoringa%26search_id%3D202503110130474249C7F63781D32D348S%26src%3Dsearch,"Moringa Powder 250 GR

Moringa (kelor) Powder Safiya adalah daun kelor asli yang sudah diolah menjadi bubuk. Daun kelor sendiri sudah sering dimanfaatkan untuk pengobatan tradisional karena manfaatnya yang baik untuk kesehatan. Daun kelor memiliki kandungan lebih dari 40 antioksidan dan 90 jenis nutrisi penting seperti vitamin, mineral, asam amino, antioksidan, anti penuaan dan anti inflamasi.
Manfaat daun kelor sendiri cukup banyak yaitu: menurunkan kolesterol, membantu mengontrol gula darah, melawan berbagai jenis kanker, mengurangi peradangan, meningkatkan kekebalan tubuh, meningkatkan ASI untuk ibu menyusui, membantu mengobati insomnia, dan mengatur fungsi tiroid.

Saran penyajian: Campurkan 1 sdm Moringa Powder Safiya ke dalam 250ml air hangat atau campurkan madu sesuai selera.

[PENTING]
1. Silahkan bertanya sebelum order.
2. Infokan komplain Anda sebelum penilaian Negatif & bijaklah dalam memberikan penilaian.
3. Berat tidak bisa sama persis ada plus minusnya, khusus Buah Segar.
4. Halal.

[OPERASIONAL & PENGIRIMAN]
Silahkan baca Ketentuan PENGIRIMAN pada foto ke-6 di halaman produk ini.

[KLAIM]
Silahkan baca Syarat & Ketentuan KLAIM pada foto ke-7 di halaman produk ini.

[SELAMAT BELANJA]
Membeli berarti sama-sama SADAR & PAHAM atas Syarat & Ketentuan kami. Happy Shopping. ^|^",5
Elora Beau Moringa Infused Skincare Intense Brightening,Rp292.000,Rp125.000,57%,Elora Beauty Store,Jakarta Barat,100+ terjual,https://www.tokopedia.com/elorabeauty/elora-beau-moringa-infused-skincare-intense-brightening?extParam=ivf%3Dfalse%26keyword%3Dmoringa%26search_id%3D202503110130474249C7F63781D32D348S%26src%3Dsearch,"Elora Beau Moringa Infused Skincare Intense Brightening

ELORA BRIGHTENING SERUM
Serum dengan tekstur ringan dan mudah menyerap yang aman digunakan sehari-hari. Dengan kandungan 10% Niacinamide, 20% Moringa Extract, dan Tranexamic Acid yang dapat membantu mencerahkan kulit dan memudarkan bekas jerawat atau dark spots.

Tekstur: Lightweight & Easily Absorbed
Ukuran: 20 ml
No BPOM: NA18231902769

️Alcohol Free
️Sillicone Free
️Paraben Free
️Triclosan & Triclocarban Free
️D4, 5, 6 Free

Cara pemakaian:
Bersihkan wajah menggunakan sabun cuci muka.
Ambil produk (sekitar 2-3 tetes) lalu ratakan pada seluruh wajah.
Tunggu produk meresap dengan baik selama 30 detik - 1 menit, lalu gunakan pelembab setelahnya.

ELORA BRIGHTENING FACIAL WASH
Sabun cuci muka dengan kandungan Moringa yang bisa membantu membersihkan wajah secara menyeluruh tanpa membuat kulit iritasi. Memiliki kandungan yang menghidrasi sehingga tidak ada efek kulit wajah ketarik, melainkan terasa lembut dan kenyal setelah pemakaian.

Tekstur: Gel Like Texture
Ukuran: 80 ml
No BPOM: NA18231207052

️Alcohol Free
️Sillicone Free
️Paraben Free
️Triclosan & Triclocarban Free
️D4, 5, 6 Free

Cara pemakaian:
Basahi wajah dengan air.
Tuangkan face wash ke telapak tangan secukupnya dan busakan dengan air.
Aplikasikan ke seluruh wajah dan pijat lembut menggunakan gerakan melingkar kecil.
Bilas dengan air bersih, kemudian keringkan wajah.

ELORA BRIGHTENING MOISTURIZER
Pelembab dengan kandungan Moringa Extract yang dapat mencerahkan, membantu meratakan warna kulit sekaligus mengurangi kerutan pada wajah. Dengan tekstur ringan sehingga mudah meresap dan dapat digunakan pada pagi maupun malam hari.

Ukuran: 30 gram
No BPOM: NA18230110759

️Alcohol Free
️Sillicone Free
️Paraben Free
️Triclosan & Triclocarban Free
️D4, 5, 6 Free

Cara pemakaian:
1. Ambil produk secukupnya 
2. Oleskan secara merata ke seluruh wajah 
3. Gunakan setelah mencuci muka dengan bersih dan penggunaan serum",4.9
Pohon Moringa kelor Afrika,Rp4.000.000,,,SyukronJazuli,Kediri,,https://www.tokopedia.com/syukronjazuli/pohon-moringa-kelor-afrika?extParam=ivf%3Dfalse%26keyword%3Dmoringa%26search_id%3D202503110130474249C7F63781D32D348S%26src%3Dsearch,,0
Kapsul Daun Kelor Asli Ekstrak Moringa Oleifera Kaya Nutrisi Alami,Rp23.500,,,Toko Salaf,Surabaya,50+ terjual,https://www.tokopedia.com/bumbuherbal/kapsul-daun-kelor-asli-ekstrak-moringa-oleifera-kaya-nutrisi-alami?extParam=ivf%3Dfalse%26keyword%3Dmoringa%26search_id%3D202503110130474249C7F63781D32D348S%26src%3Dsearch,"Isi 60 kapsul


Kebaikan Nutrisi Alam Ada Di Setiap Helainya

Ekstrak Daun Kelor merupakan sumber penting vitamin B6, vitamin C, provitamin A sebagai beta-karoten, magnesium, protein dan nutrisi lain yg telah diteliti di Lab. oleh USDA.

Jika dibandingkan dengan makanan umum, daun kelor sangat tinggi dalam kandungan nutrisinya.

MANFAAT :
- Membantu mengatasi gizi buruk
- Sumber vitamin dan mineral tinggi
- Anti inflamasi / peradangan
- Mengatasi nyeri, letih, linu
- Mengobati mata minus, plus dan silinder
- Mengobati anemia
- Membantu mengobati sakit jantung
- Membantu menurunkan kolestrol

KOMPOSISI :
Ekstrak Daun Kelor (Moringa Oleifera Extract) 100%

ATURAN PAKAI :
- Dewasa
Pencegahan 2 x 1 kapsul / hari
Pengobatan 3 x 3 kapsul / hari
- Anak-anak
Pencegahan 1 x 1 kapsul / hari
Pengobatan 2 x 2 kapsul / hari
- Sebaiknya diminum 30 menit sebelum makan",5
Bubuk Daun Kelor Moringa Leaf Powder Serbuk Organik Alami Tanpa Campuran Moringa oleifera 100gr Herbal,Rp7.500,Rp6.750,10%,TOKO REDJO_NEW,Kab. Bekasi,1rb+ terjual,https://www.tokopedia.com/toko-redjo/bubuk-daun-kelor-moringa-leaf-powder-serbuk-organik-alami-tanpa-campuran-moringa-oleifera-100gr-herbal-1730585785608668608?extParam=ivf%3Dfalse%26keyword%3Dmoringa%26search_id%3D202503110130474249C7F63781D32D348S%26src%3Dsearch,"Bubuk Daun Kelor Organik
Bubuk Daun Kelor Organik adalah produk alami berkualitas tinggi yang terbuat dari daun kelor (Moringa oleifera) pilihan. Diproses secara higienis untuk menjaga kandungan nutrisinya, bubuk ini kaya akan vitamin, mineral, dan antioksidan yang bermanfaat bagi kesehatan. Ideal untuk meningkatkan daya tahan tubuh, menjaga kesehatan kulit, serta membantu memenuhi kebutuhan nutrisi harian Anda.
Keunggulan Produk:
-100% alami dan organik.
-Kaya akan vitamin A, C, E, kalsium, dan zat besi.
-Sumber protein nabati dan antioksidan.
-Bebas bahan pengawet dan pewarna buatan.
-Praktis untuk dikonsumsi.
Manfaat:
-Meningkatkan energi dan vitalitas.
-Mendukung kesehatan pencernaan dan sistem imun.
-Membantu menstabilkan kadar gula darah dan kolesterol.
-Baik untuk kesehatan kulit dan rambut.
Cara Konsumsi:
-Campurkan 1-2 sendok teh bubuk daun kelor ke dalam air hangat, teh, jus, atau smoothie.
-Tambahkan ke dalam masakan seperti sup, salad, atau adonan roti untuk nutrisi ekstra.
Penyimpanan:
Simpan di tempat yang sejuk dan kering, hindari paparan sinar matahari langsung.
Netto: 50gr, 100gr, & 250gr]
Cocok untuk Anda yang peduli dengan gaya hidup sehat dan nutrisi alami!",4.6
Dari Bumi Moricle Moringa Latte Minuman Bubuk Kelor Latte 200 Gram,Rp35.000,,,Nisyasa Store,Kab. Batang,,https://www.tokopedia.com/nisyasastore/dari-bumi-moricle-moringa-latte-minuman-bubuk-kelor-latte-200-gram?extParam=ivf%3Dfalse%26keyword%3Dmoringa%26search_id%3D202503110130474249C7F63781D32D348S%26src%3Dsearch,"Dari Bumi Moricle Moringa Latte Minuman Bubuk Kelor Latte 200 Gram

P-IRT No. 2103173221728-29

Moricle Moringa Latte adalah minuman serbuk instan yang memadukan kebaikan daun kelor (moringa oleifera) dengan rasa creamy khas latte. Moricle Moringa Latte memiliki kandungan kalsium dan magnesium yang tinggi sehingga baik untuk kesehatan tulang dan gigi. Kalsium sangat penting di usia pertumbuhan dan juga membantu mencegah osteoporosis. Moricle Moringa Latte baik untuk dikonsumsi anak-anak, remaja, ibu menyusui agar tercukupi asupan kalsiumnya. Selain kalsium, kandungan magnesium yang tinggi juga terdapat di Moricle Moringa Latte. Memastikan asupan magnesium yang cukup adalah langkah penting untuk menjaga kesehatan secara keseluruhan.

Moricle Moringa Latte dikemas dalam jar berukuran 200 gram, dapat dikonsumsi dalam 8 kali penyajian.

Saran Penyajian:
Seduh 2 sdm (25 gr) Moricle Moringa Latte dengan 150 ml air hangat, aduk rata. Bisa disajikan hangat maupun dingin.",0
Bubuk Daun Kelor / Moringa oleifera 1 kg,Rp56.000,,,Kusuma Dewi,Yogyakarta,250+ terjual,https://www.tokopedia.com/sembakojamu/bubuk-daun-kelor-moringa-oleifera-1-kg?extParam=ivf%3Dfalse%26keyword%3Dmoringa%26search_id%3D202503110130474249C7F63781D32D348S%26src%3Dsearch,"Daun Kelor

Daun kelor bubuk asli, hijau, warna hijau, komposisi daun lebih banyak, hanya tercampur batang kecilnya saja,
Baik untuk campuran bahan baku jamu atau
minuman herbal lain.

Khasiat dapat dibaca pada artikel berikut
https://lifestyle.kompas.com/read/2019/08/29/154133020/intip-berbagai-manfaat-daun-kelor-untuk-kesehatan?page=all

Berat Bersih 1000 gram. berat dengan kemasan 1100 gram

Tersedia kemasan 50, 100, 250, 500 gram, dan 1000 gram


#daunkelor
#daunkelorsegar
#daunkelorkering
#daunkelormurni
#antioksidan
#penurunkadarguladarah
#obatkolesterol
#antiracunarsenik",5
The Body Shop Moringa Exfoliating Cream Body Scrub 250ML,Rp499.000,,,SEV CITRA,Jakarta Barat,30+ terjual,https://www.tokopedia.com/sevshop/the-body-shop-moringa-exfoliating-cream-body-scrub-250ml?extParam=ivf%3Dfalse%26keyword%3Dmoringa%26search_id%3D202503110130474249C7F63781D32D348S%26src%3Dsearch,,5
EARTH LOVE LIFE Javanese Moringa & Balinese Starfruit Body Lotion Body Serum| Serum Badan Melembabkan Kulit Dengan Wangi Fragrance Premium Tahan Lama| Body Serum Mencerahkan Kulit,Rp88.000,Rp79.200,10%,Earth Love Life Official,Jakarta Selatan,250+ terjual,https://www.tokopedia.com/earthlovelife/earth-love-life-javanese-moringa-balinese-starfruit-body-lotion-body-serum-serum-badan-melembabkan-kulit-dengan-wangi-fragrance-premium-tahan-lama-body-serum-mencerahkan-kulit?extParam=ivf%3Dtrue%26keyword%3Dmoringa%26search_id%3D202503110130474249C7F63781D32D348S%26src%3Dsearch,"Instant Brightening Body Serum

Javanese Moringa & Balinese Starfruit Body Lotion Serum (250ml)

EARTH LOVE LIFE elevates the quality of your shower rituals to become your self-grounding rituals because EARTH LOVE LIFE improves both your skin and mood. EARTH LOVE LIFE body care products comes with selections of unique fragrance that touch and improve your mood, while its gentle formula nourishes your skin.

Product description:
elevate your post-morning bath routine into an invigorating and soul-rejuvenating start to your day. Revel in the glory of glowing skin, attain an even complexion, and unlock inspired focus.

Keunggulan:
+1.70%* brighten skin instantly
93%** feels skin have more glow in 7 days
97%** agree boost focus after used

Cara pakai:
- Tuangkan pada tangan yang kering.
- Oleskan ke tangan, kaki, dan bagian tubuh lainnya.
- Oleskan secara merata.

Key Ingredients:
Moringa dan Starfruit, mengandung:
Vitamin C membantu kulit lebih cerah.
Vitamin E sebagai antioksidan untuk kulit lebih sehat dalam 7 hari.
Ekstrak Licorice membantu mencerahkan kulit.

Cocok untuk:
Hadiah untuk keluarga;
Hampers Natal;
Bingkisan hari raya.

—

BPOM
NA18220101175

*based on clinically test on 30 subject
**based on consumer satisfaction test on 30 subject

#bodywash #sabunmandi #fragrance #showergel #earthlovelife #sabunwangi #sabun #sabunvegan #hampers #hampersnatal #bingkisan #bodylotion #lotionwangi #fragrance #moisturize #earthlovelife #pelembab #lotionvegan #hampers #hampersnatal #bingkisan #lotionviral #lotionmencerahkan #package #christmaspackage #neuroscienceproven #moodboostingfragrance #earthkuning #earthlovelifekuning",4.9
BUBUK DAUN KELOR 150G DAUN KELOR ORGANIK SERBUK PREMIUM SUPER HALUS BUBUK POWDER MORINGA 100% ORIGINAL PURE ORGANIC NUTRIFARM / BEORGANIK / DARI BUMI / SAFIYA / GALLEO,Rp46.000,Rp24.000,48%,Naturlife Indonesia Official,Bogor,7 terjual,https://www.tokopedia.com/naturlifeindonesia/bubuk-daun-kelor-150g-daun-kelor-organik-serbuk-premium-super-halus-bubuk-powder-moringa-100-original-pure-organic-nutrifarm-beorganik-dari-bumi-safiya-galleo?extParam=ivf%3Dfalse%26keyword%3Dmoringa%26search_id%3D202503110130474249C7F63781D32D348S%26src%3Dsearch,"Daun Kelor (Moringa oleifera) Bubuk by Naturlife dibuat dari 100% daun kelor/moringa asli yang diolah menjadi bubuk, tanpa campuran apapun. Kandungan nutrisi yang banyak dari daun kelor sendiri membuat tanaman ini dijuluki sebagai The Miracle Tree dan Tree of Life.

100% Daun Kelor Murni | Tanpa pewarna buatan | Tanpa pengawet

Manfaat Moringa / Daun Kelor Bubuk:
1. Mengobati penyakit jantung, paru, hati dan ginjal
2. Mengobati Diabetes
3. Meningkatkan fungsi hati
4. Meningkatkan energi dan stamina
5. Menurunkan tekanan darah
6. detoksifikasi atau menghilangkan racun dari tubuh.

Saran Penyajian:
1-2 sdm Daun Kelor Bubuk dicampur air panas 1 gelas ±200ml
Aduk hingga rata lalu diminum
Dapat ditambahkan dengan gula murni, gula batu maupun madu dan dapat disajikan secara dingin dengan tambahan es batu

Saran Penyimpanan:
Simpan disuhu ruang dan hindarkan dari sinar matahari

Izin dinkes SP-PIRT: 2103271231176-29

Size: 100g",5
Teh Seduh Daun Kelor Organik 40gr | Moringa Tea / Teh Daun Kelor 40gr,Rp15.000,,,Rumah Herbaa,Kab. Bekasi,5rb+ terjual,https://www.tokopedia.com/rumah-herbaa/teh-seduh-daun-kelor-organik-40gr-moringa-tea-teh-daun-kelor-40gr-1730730852042310842?extParam=ivf%3Dfalse%26keyword%3Dmoringa%26search_id%3D202503110130474249C7F63781D32D348S%26src%3Dsearch,,4.9
Heimish *renewal* Moringa Ceramide BB Cream SPF 30 PA++,Rp50.000,,,auliaasaf,Kab. Bandung Barat,3 terjual,https://www.tokopedia.com/auliaasaf/heimish-renewal-moringa-ceramide-bb-cream-spf-30-pa-28-tan-ea6ff?extParam=ivf%3Dfalse%26keyword%3Dmoringa%26search_id%3D202503110130474249C7F63781D32D348S%26src%3Dsearch,"Redness cover and barrier care at the same time! Moist Ceramide BB Cream without dryness. CERAMIDE CARE COVER: Protect your skin #39;s moisture barrier with moringa ceramide and take cover with excellent adhesion. It is a moisturizing BB cream that naturally helps to cover blemishes with a soft texture and helps skin moisturizing barrier care with moringa fermented oil and eco-ceramide. Natural color expression: It covers red skin, dull skin, and uneven skin tone to create a natural makeup look. Soft cream texture: The soft cream texture, which is not heavy without feeling stuffy or sticky, adheres to the skin and adds moisture. More complete coverage with 6 shades to match different skin tones. How To Use At the last step of basic skin care, take an appropriate amount and apply evenly. Apply one more layer to the troubled areas that need coverage.",5
